id,comment,sentiment
1387,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1388,আমি নতুন একটি বই কিনেছি।,neutral
1389,সিনেমাটি বিরক্তিকর ছিল।,negative
1390,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1391,আমি সকাল ৭টায় উঠেছি।,neutral
1392,আজ খুব খারাপ লাগছে।,negative
1393,আজ খুব খারাপ লাগছে।,negative
1394,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1395,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1396,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
1397,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1398,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1399,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1400,রাত ১০টায় ঘুমাতে যাব।,neutral
1401,আজ রবিবার।,neutral
1402,আজ রবিবার।,neutral
1403,সিনেমাটি বিরক্তিকর ছিল।,negative
1404,আমরা ঢাকায় থাকি।,neutral
1405,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1406,তুমি দারুণ কাজ করেছো।,positive
1407,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
1408,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
1409,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1410,পরীক্ষাটা খুব কঠিন ছিল।,negative
1411,পরীক্ষার প্রশ্নপত্র অপ্রত্যাশিতভাবে কঠিন ছিল এবং প্রস্তুতি থাকা সত্ত্বেও আমি ভালো করতে পারিনি।,negative
1412,ট্রাফিক জ্যাম ভয়াবহ।,negative
1413,ফলাফলে আমি হতাশ।,negative
1414,আজকের আবহাওয়া খুব খারাপ।,negative
1415,আমি প্রতিদিন চা খাই।,neutral
1416,রাত ১০টায় ঘুমাতে যাব।,neutral
1417,আমি সকাল ৭টায় উঠেছি।,neutral
1418,আজকের আবহাওয়া চমৎকার।,positive
1419,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
1420,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
